9.918589680214263682e-01 3.405603735823882483e-02
9.909786963604002574e-01 3.472314876584388366e-02
9.915042435732918102e-01 3.539026017344895636e-02
9.927725395499300554e-01 3.605737158105402906e-02
9.945729408554069284e-01 3.672448298865910177e-02
9.950572013068589294e-01 3.739159439626417447e-02
9.960812596504131644e-01 3.805870580386923330e-02
9.969501183141042944e-01 3.872581721147430600e-02
9.975829149192121381e-01 3.939292861907937870e-02
9.985070061363963134e-01 4.006004002668445141e-02
1.000444426593995351e+00 4.072715143428952411e-02
9.998685798432189742e-01 4.139426284189459682e-02
1.000133938424082825e+00 4.206137424949965564e-02
1.000652195823317880e+00 4.272848565710472835e-02
9.991697774370844609e-01 4.339559706470980105e-02
1.000604728225091833e+00 4.406270847231487375e-02
9.992754092164153334e-01 4.472981987991994646e-02
1.000862494443634843e+00 4.539693128752500528e-02
1.002299097146772455e+00 4.606404269513007799e-02
1.001050945614202936e+00 4.673115410273515069e-02
1.000583979597901907e+00 4.739826551034022339e-02
9.999664659965424862e-01 4.806537691794529610e-02
1.001388684950536678e+00 4.873248832555035492e-02
9.998808871998310366e-01 4.939959973315542763e-02
